,age,consentEnd,demographicsEnd,education,gender,gigBenefit,gigEver,gigWorkers,income,introEnd,politics,race,studyEnd,scenario0end,scenario1end,scenario2end,scenario3end,scenario4end,scenario5end,scenario6end,scenario7end,scenario8end,Day off,Direct Supervisor,Evaluation,Salary,Working Options (companies in same sector),Working hours (length),Working hours (time period),choice,eval,pid,rid
175,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Daily,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,3,5780,7
176,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,False,1,5780,8
177,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,2,5780,8
178,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,1,5780,9
179,25-34 years old,30153,1883365,Graduate degree,Female,I am not sure,No,Employees,"$80,000-$99,999",54686,Liberal,Hispanic,1801337,107944,145795,213238,239590,261588,278632,356837,1783161,1792871,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,2,5780,9
180,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,False,2,6131,0
181,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,3,6131,0
182,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",No,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,2,6131,1
183,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",No,Monthly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,2,6131,1
184,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,False,2,6131,2
185,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",No,Monthly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,3,6131,2
186,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,2,6131,3
187,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,3,6131,3
188,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,1,6131,4
189,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,3,6131,4
190,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,2,6131,5
191,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,2,6131,5
192,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,Yes,Minimum 4h,Totally flexible,True,3,6131,6
193,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,False,2,6131,6
194,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,2,6131,7
195,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",No,Daily,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,True,3,6131,7
196,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,False,3,6131,8
197,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,4,6131,8
198,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,1,6131,9
199,18-24 years old,66094,491734,Bachelor's degree or lower,Male,I am not sure,No,Contractors,"$40,000-$59,999",118219,Liberal,Caucasian,413500,154186,175832,229407,268090,291095,321837,343973,363173,393140,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,2,6131,9
200,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,False,3,6222,0
201,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,6222,0
202,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,6222,1
203,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,6222,1
204,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,True,4,6222,2
205,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,3,6222,2
206,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,6222,3
207,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Daily,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,False,3,6222,3
208,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Minimum 4h,Totally flexible,True,4,6222,4
209,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,6222,4
210,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",No,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,True,4,6222,5
211,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Daily,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,3,6222,5
212,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,6222,6
213,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,4,6222,6
214,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,6222,7
215,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,6222,7
216,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Paid, but following company policies",No,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,4,6222,8
217,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,3,6222,8
218,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,No,Minimum 4h,Totally flexible,True,4,6222,9
219,18-24 years old,8594,686356,Bachelor's degree or lower,Male,No,No,Employees,"Less than $20,000",31106,Liberal,Asian,419855,92017,150252,184652,225523,273529,321078,344257,367987,388783,"Unpaid, but whenever you want",Yes,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,False,3,6222,9
220,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,5,6468,0
221,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,No,Minimum 4h,Totally flexible,False,1,6468,0
222,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,False,3,6468,1
223,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",An algorithm,Daily,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,5,6468,1
224,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,False,3,6468,2
225,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,No,Minimum 8h,Totally flexible,True,4,6468,2
226,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",Yes,Daily,US$12.50 per hour,Yes,Work as much as you want/need,Totally flexible,True,5,6468,3
227,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,4,6468,3
228,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,9am-5pm required,True,5,6468,4
229,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",Yes,Monthly,US$12.50 per hour,Yes,Minimum 8h,Totally flexible,False,3,6468,4
230,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,5,6468,5
231,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,True,5,6468,5
232,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Work as much as you want/need,Totally flexible,True,4,6468,6
233,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",No,Monthly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,6468,6
234,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",An algorithm,Monthly,US$12.50 per hour,No,Minimum 8h,Totally flexible,False,3,6468,7
235,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",An algorithm,Daily,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,True,5,6468,7
236,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Paid, but following company policies",An algorithm,Yearly,Fixed US$250.00 + US$6.25 per hour,Yes,Work as much as you want/need,Totally flexible,True,5,6468,8
237,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",No,Daily,Fixed US$250.00 + US$6.25 per hour,No,Minimum 4h,Totally flexible,False,3,6468,8
238,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,5,6468,9
239,25-34 years old,4041,393643,Graduate degree,Female,Yes,No,Contractors,"$40,000-$59,999",14937,Moderate,Asian,319327,76934,126188,152159,177311,189882,235870,253507,278033,295775,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,False,4,6468,9
240,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Monthly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,3,7315,0
241,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Yearly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,7315,0
242,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Daily,Fixed US$500.00,Yes,Work as much as you want/need,Totally flexible,True,4,7315,1
243,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,Yes,Minimum 8h,Totally flexible,False,3,7315,1
244,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 4h,Totally flexible,True,3,7315,2
245,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,2,7315,2
246,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$500.00,No,Minimum 8h,Totally flexible,True,3,7315,3
247,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,2,7315,3
248,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Yearly,Fixed US$500.00,No,Minimum 4h,Totally flexible,False,3,7315,4
249,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Yearly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,3,7315,4
250,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Daily,US$12.50 per hour,No,Minimum 8h,Totally flexible,True,4,7315,5
251,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",An algorithm,Monthly,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,7315,5
252,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,4,7315,6
253,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Yearly,Fixed US$500.00,Yes,Minimum 8h,9am-5pm required,False,3,7315,6
254,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,True,4,7315,7
255,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,No,Minimum 8h,9am-5pm required,False,3,7315,7
256,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",An algorithm,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,Totally flexible,True,4,7315,8
257,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",Yes,Daily,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,False,3,7315,8
258,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Unpaid, but whenever you want",No,Yearly,Fixed US$500.00,No,Minimum 8h,9am-5pm required,False,3,7315,9
259,25-34 years old,77227,974000,Graduate degree,Male,Yes,Yes,Contractors,"$40,000-$59,999",217642,Moderate,Asian,855118,403596,424928,451738,478948,745105,768476,792505,803165,839577,"Paid, but following company policies",No,Monthly,Fixed US$250.00 + US$6.25 per hour,Yes,Minimum 8h,9am-5pm required,True,3,7315,9
260,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",An algorithm,Daily,Fixed US$500.00,No,Work as much as you want/need,Totally flexible,True,5,8124,0
261,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Paid, but following company policies",Yes,Yearly,US$12.50 per hour,No,Work as much as you want/need,Totally flexible,False,4,8124,0
262,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",Yes,Monthly,US$12.50 per hour,Yes,Minimum 4h,Totally flexible,True,5,8124,1
263,18-24 years old,4428,213380,Bachelor's degree or lower,Female,Yes,Yes,Employees,"$80,000-$99,999",7462,Moderate,Asian,147161,44862,65847,88709,104946,112397,118624,124640,136208,140576,"Unpaid, but whenever you want",Yes,Yearly,Fixed US$250.00 + US$6.25 per hour,No,Minimum 8h,Totally flexible,False,5,8124,1
